school sex age address famsize Pstatus Medu Fedu Mjob Fjob reason guardian traveltime studytime failures schoolsup famsup paid activities nursery higher internet romantic famrel freetime goout Dalc Walc health absences FailHigh alcStudyTime WalcAbsence parentsEdu G1 G2 G3 GN1 GN2 GN3 PF1 PF2 PF3
0 1 0,142857142857143 0 0 1 1 0,5 0,75 0,5 0 0,333333333333333 0,333333333333333 0,333333333333333 0 1 0 1 0 0 0 0 1 1 0,5 0,5 0 0 0 0,0625 0,360824742268041 0,334168755221387 0,031328320802005 0,0902061855670103 0,65 0,7 0,7 0,5 0,5 0,5 1 1 1
0 0 0 0 1 1 0,5 0,5 0,5 0,25 0,333333333333333 0,333333333333333 0 1 0 1 0 1 0 0 0 0 1 0,75 0,5 0,75 0 0 0,75 0,0625 0,541237113402062 0 0,031328320802005 0,697809278350515 0,55 0,6 0,6 0,5 0,5 0,5 1 1 1
0 1 0 1 0 1 0,25 0,25 0 1 0 0,333333333333333 0,333333333333333 1 0 0 0 0 0 0 0 0 1 0,5 0 0,25 0 0 0 0,125 0,180412371134021 0 0,06265664160401 0,0451030927835052 0,65 0,65 0,65 0,5 0,5 0,5 1 1 1
0 0 0,142857142857143 1 0 1 1 0,75 0,5 1 0,333333333333333 0,333333333333333 0,333333333333333 0 0 0 0 0 0 1 0 0 1 0,5 0,5 0,5 0 0 0,75 0,1875 0,360824742268041 0,50125313283208 0,093984962406015 0,65270618556701 0,45 0,55 0,55 0 0,5 0,5 0 1 1
0 1 0,142857142857143 0 0 1 0,5 0,25 1 1 0,666666666666667 0,333333333333333 0 0,333333333333333 0 1 0 1 1 0 0 1 0 0,75 0,5 1 0 0 1 0 0,721649484536082 0,334168755221387 0 0,930412371134021 0,65 0,6 0,6 0,5 0,5 0,5 1 1 1
0 1 0,142857142857143 0 0 1 1 1 1 1 0,333333333333333 0,333333333333333 0 0 0 1 1 1 0 1 0 0 1 1 0,5 0,75 0 0,25 0 0,125 0,541237113402062 0,50125313283208 0,18734335839599 0,135309278350515 0,6 0,65 0,65 0,5 0,5 0,5 1 1 1
0 1 0,142857142857143 0 0 1 1 0,75 1 0 0,666666666666667 0,333333333333333 0 0,666666666666667 0 0 0 1 1 0 0 0 1 1 0,5 1 0 0 0,5 0,0625 0,721649484536082 0,167084377610693 0,031328320802005 0,555412371134021 0,6 0,65 0,65 0,5 0,5 0,5 1 1 1
0 0 0,142857142857143 0 0 1 1 1 0,5 0,5 1 0,333333333333333 0 0 0 0 0 1 0 0 0 0 1 0,75 1 1 1 1 0,75 0,375 1 1 0,68671679197995 0,8125 0,45 0,45 0,4 0 0 0 0 0 0
0 0 0,142857142857143 0 0 1 1 1 0,5 0,75 1 0 0 0,666666666666667 0 1 0 1 0 0 0 0 0 0,75 0,75 0,5 0 0 0,75 0 0,360824742268041 0,167084377610693 0 0,65270618556701 0,8 0,8 0,8 1 1 1 1 1 1
0 0 0 0 0 1 1 1 0,5 1 0,666666666666667 0,333333333333333 0 0 0 1 0 0 0 1 0 0 1 1 0,5 0,5 0 0 1 0,0625 0,360824742268041 0,50125313283208 0,031328320802005 0,84020618556701 0,6 0,65 0,6 0,5 0,5 0,5 1 1 1
0 1 0 0 0 1 0,75 0,5 0,5 1 0 0,333333333333333 0,333333333333333 0,333333333333333 0 0 0 1 1 0 0 0 1 0,75 0,5 1 0 0 0,25 0,5 0,721649484536082 0,334168755221387 0,25062656641604 0,367912371134021 0,55 0,5 0,5 0,5 0,5 0,5 1 1 1
0 0 0 0 0 0 0,75 1 0,5 1 0,666666666666667 0,333333333333333 0 0,333333333333333 0 1 0 1 0 0 0 0 1 1 0,75 0,75 0 0 0 0 0,541237113402062 0,334168755221387 0 0,135309278350515 0,8 0,8 0,8 1 1 1 1 1 1
0 1 0 0 0 0 0,75 0,75 1 0,25 0,333333333333333 0 0 1 0 0 1 1 1 0 0 1 1 0,75 0,5 0,5 0 0 0,75 0,3125 0,360824742268041 0 0,156641604010025 0,65270618556701 0,5 0,5 0,5 0,5 0,5 0,5 1 1 1
0 1 0 0 0 1 0,5 0,5 1 1 0,666666666666667 0,333333333333333 0 1 0 0 0 1 1 0 0 0 1 1 0 0,25 0 0 0,5 0,125 0,180412371134021 0 0,06265664160401 0,420103092783505 0,5 0,5 0,5 0,5 0,5 0,5 1 1 1
0 0 0,142857142857143 0 0 1 0,75 0,75 0,5 1 0 0 0 0,666666666666667 0 1 0 1 0 0 0 0 1 1 0,5 0,5 0 0 1 0,125 0,360824742268041 0,167084377610693 0,06265664160401 0,84020618556701 0,65 0,7 0,7 0,5 0,5 0,5 1 1 1
0 0 0 1 0 1 1 1 1 1 0 0 1 1 0 1 0 1 0 0 0 0 0 0 0,5 1 0,5 1 0 0,25 0,860824742268041 0,24937343358396 0,62406015037594 0,21520618556701 0,6 0,5 0,55 0,5 0,5 0,5 1 1 1
0 1 0,142857142857143 0 1 1 1 1 0,25 0,25 1 0,333333333333333 0 0,666666666666667 0 1 0 1 0 0 0 0 0 1 0,75 1 0 0 0,75 0,0625 0,721649484536082 0,167084377610693 0,031328320802005 0,742912371134021 0,75 0,75 0,7 1 1 0,5 1 1 1
0 0 0 0 1 0 1 1 0,75 0,75 0,666666666666667 0,333333333333333 0 0 0 1 1 1 0 0 0 0 1 1 1 0,5 0 0 0,75 0,125 0,360824742268041 0,50125313283208 0,06265664160401 0,65270618556701 0,65 0,7 0,7 0,5 0,5 0,5 1 1 1
0 1 0,142857142857143 1 0 1 0,75 0,75 0,5 1 0,333333333333333 0 0 0,666666666666667 0 0 0 1 0 0 0 0 1 0,75 0 0,25 0 0 0,25 0,125 0,180412371134021 0,167084377610693 0,06265664160401 0,232603092783505 0,55 0,55 0,55 0,5 0,5 0,5 1 1 1
0 1 0,142857142857143 0 0 1 0,5 0,5 0 1 0 0,333333333333333 0 0,333333333333333 0,25 0 1 1 0 0 0 0 1 0,5 0 0,25 0 0 1 0,375 0,180412371134021 0,334168755221387 0,18796992481203 0,795103092783505 0,4 0,5 0,5 0 0,5 0,5 0 1 1
0 0 0 0 1 1 1 0,5 0,75 1 0,666666666666667 0,333333333333333 0 0 0 1 1 1 1 0 0 0 1 0,5 1 0,25 0 0 0,5 0,3125 0,180412371134021 0,50125313283208 0,156641604010025 0,420103092783505 0,9 0,85 0,9 1 1 1 1 1 1
0 0 0 1 0 1 0,5 0,25 0,25 0,5 0,333333333333333 0,333333333333333 0 0,333333333333333 0 1 1 1 0 0 0 0 0 1 0,75 0,25 0 0 1 0,125 0,180412371134021 0,334168755221387 0,06265664160401 0,795103092783505 0,5 0,45 0,5 0,5 0 0,5 1 0 1
0 0 0,142857142857143 0 0 1 1 1 0,75 0,75 0,666666666666667 0 0 0,333333333333333 0 1 0 1 0 0 0 0 1 1 0,75 0,75 0 0,25 1 0,1875 0,541237113402062 0,334168755221387 0,218671679197995 0,885309278350515 0,8 0,7 0,7 1 0,5 0,5 1 1 1
0 0 0 0 0 1 1 1 1 0,75 0,333333333333333 0 0,333333333333333 0,333333333333333 0 1 0 1 0 0 0 1 1 0,75 0,75 0,5 0 0 0,25 0,125 0,360824742268041 0,334168755221387 0,06265664160401 0,27770618556701 0,8 0,75 0,8 1 1 1 1 1 1
0 0 0,142857142857143 0 0 1 0,75 0,75 1 0,5 0 0 0,333333333333333 0 0 1 1 1 0 0 0 0 1 1 0,75 0,25 0 0 1 0,1875 0,180412371134021 0,50125313283208 0,093984962406015 0,795103092783505 0,7 0,7 0,75 0,5 0,5 1 1 1 1
0 0 0,285714285714286 1 0 1 0,25 0,75 1 1 0,666666666666667 0 0,666666666666667 0,333333333333333 0,25 1 0 1 0 0 0 0 1 1 0,25 0,75 0 0,75 1 0,4375 0,541237113402062 0,334168755221387 0,593358395989975 0,885309278350515 0,6 0,55 0,55 0,5 0,5 0,5 1 1 1
0 0 0 0 0 1 0,75 1 1 1 0,333333333333333 0 0 0 0 1 1 1 1 0 0 0 1 0,5 0,75 0,5 0 0,25 0,75 0,0625 0,360824742268041 0,50125313283208 0,156015037593985 0,65270618556701 0,7 0,65 0,7 0,5 0,5 0,5 1 1 1
0 1 0 0 0 1 0,25 0,5 0 0,5 0,666666666666667 0,333333333333333 0 0,333333333333333 0 1 1 1 1 1 0 0 1 0,5 0,25 0,5 0 0,25 0 0 0,360824742268041 0,334168755221387 0,12468671679198 0,0902061855670103 0,7 0,7 0,7 0,5 0,5 0,5 1 1 1
0 0 0 0 0 1 0,5 0,5 0,5 0,5 0 0 0 1 0 1 0 1 0 0 0 0 1 1 1 0,75 0 0,25 1 0,1875 0,541237113402062 0 0,218671679197995 0,885309278350515 0,7 0,65 0,65 0,5 0,5 0,5 1 1 1
0 1 0,142857142857143 0 1 1 0,5 1 1 0,25 0,666666666666667 0 0,333333333333333 0,333333333333333 0 1 0 1 0 0 0 0 0 0,75 0,25 0,25 0 0,25 1 0,0625 0,180412371134021 0,334168755221387 0,156015037593985 0,795103092783505 0,7 0,6 0,65 0,5 0,5 0,5 1 1 1
0 0 0,142857142857143 0 0 1 1 1 0,25 1 0,666666666666667 0,333333333333333 0 0 0 1 0 1 0 0 0 0 1 0,5 0,75 0,75 0 0,75 1 0,125 0,541237113402062 0,50125313283208 0,43671679197995 0,885309278350515 0,6 0,65 0,65 0,5 0,5 0,5 1 1 1
0 1 0,142857142857143 0 0 1 0,5 0,5 1 1 0 0,333333333333333 0 0,333333333333333 0 1 1 1 1 0 0 0 0 1 0,75 0,75 0 0 1 0 0,541237113402062 0,334168755221387 0 0,885309278350515 0,6 0,55 0,55 0,5 0,5 0,5 1 1 1
0 0 0 0 0 1 0,75 1 0,5 0,5 0 0 0 0 0 0 1 1 1 0 0 0 1 1 1 1 0,5 0,25 1 0,0625 0,860824742268041 0,75062656641604 0,156015037593985 0,96520618556701 0,45 0,45 0,45 0 0 0 0 0 0
0 1 0 0 1 0 0,75 1 1 1 0 0,333333333333333 0 0,333333333333333 0 0 1 1 0 0 0 0 0 1 0,5 0,25 0 0 0 0 0,180412371134021 0,334168755221387 0 0,0451030927835052 0,5 0,55 0,55 0,5 0,5 0,5 1 1 1
0 1 0,571428571428571 0 0 1 0 0,25 0 1 0,666666666666667 0,666666666666667 0 0,333333333333333 0,5 1 0 1 1 1 1 1 1 0,5 0,75 0,25 0 0 1 0 0,180412371134021 0,334168755221387 0 0,795103092783505 0,45 0,5 0,55 0 0,5 0,5 0 1 1
0 0 0,142857142857143 1 0 1 1 1 0,75 0,75 0,666666666666667 0,333333333333333 0 0 0 1 1 1 0 0 0 0 1 0,5 1 1 0,25 1 0,75 0,25 0,791237113402062 0,62593984962406 0,62406015037594 0,760309278350515 0,7 0,7 0,75 0,5 0,5 1 1 1 1
0 0 0,142857142857143 0 0 1 0,5 0,75 1 1 0,666666666666667 0,333333333333333 0,333333333333333 0,666666666666667 0 1 0 1 1 1 0 0 0 0,5 0,25 0,5 0,25 0,25 0 0,125 0,430412371134021 0,291771094402673 0,18734335839599 0,107603092783505 0,65 0,6 0,65 0,5 0,5 0,5 1 1 1
0 1 0 1 0 1 0,75 1 0,5 0,75 0,666666666666667 0 0,333333333333333 0,666666666666667 0 1 0 1 1 0 0 0 0 0,75 0,25 0,25 0,25 0,25 1 0 0,25 0,291771094402673 0,12468671679198 0,8125 0,5 0,55 0,6 0,5 0,5 0,5 1 1 1
0 1 0,428571428571429 0 0 1 0,5 0,25 0,5 1 0,333333333333333 0,333333333333333 0 0,333333333333333 0,75 1 0 1 0 0 1 0 0 1 0,75 1 0 0,5 1 0,3125 0,721649484536082 0,334168755221387 0,406015037593985 0,930412371134021 0,5 0,45 0,4 0,5 0 0 1 0 0
0 1 0,285714285714286 0 1 0 0,5 0,25 1 1 0,666666666666667 0,333333333333333 0,666666666666667 0 0 1 0 1 1 0 0 0 1 0,5 0,25 0,25 0 0,25 1 0,25 0,180412371134021 0,50125313283208 0,25 0,795103092783505 0,55 0,5 0,55 0,5 0,5 0,5 1 1 1
0 1 0 0 0 1 0,25 0,25 0 1 0,666666666666667 0,333333333333333 0,666666666666667 0 0 1 0 1 0 1 0 0 0 0,75 0,5 0,5 0 0,25 0,75 0,1875 0,360824742268041 0,50125313283208 0,218671679197995 0,65270618556701 0,55 0,6 0,65 0,5 0,5 0,5 1 1 1
0 1 0,285714285714286 0 1 1 0,5 0,5 1 1 0,666666666666667 0 0 0 0 1 0 1 1 0 0 0 0 0,5 0,75 0,75 0 0,5 1 0,0625 0,541237113402062 0,50125313283208 0,280701754385965 0,885309278350515 0,65 0,6 0,6 0,5 0,5 0,5 1 1 1
0 1 0,142857142857143 0 0 0 0,75 1 0,5 1 0,666666666666667 0 0 0 0 1 1 1 1 0 0 0 1 0,5 0,25 0 0 0,75 1 0,375 0 0,50125313283208 0,56203007518797 0,75 0,75 0,65 0,7 1 0,5 0,5 1 1 1
0 0 0,142857142857143 0 0 1 0,5 0,25 0 1 0,666666666666667 0,333333333333333 1 0 0 1 1 1 1 0 0 1 1 0,5 0,25 0 0 0 0,25 0,125 0 0,50125313283208 0,06265664160401 0,1875 0,45 0,45 0,55 0 0 0,5 0 0 1
0 1 0,142857142857143 0 0 0 0,5 0,5 1 1 0 0,333333333333333 0 0 0,25 1 1 1 1 0 0 1 1 1 0,5 0,75 0 0 1 0,375 0,541237113402062 0,50125313283208 0,18796992481203 0,885309278350515 0,65 0,55 0,55 0,5 0,5 0,5 1 1 1
0 0 0 1 0 1 0,75 1 0 0,75 0,666666666666667 0,333333333333333 1 0,333333333333333 0 1 0 1 1 0 0 1 0 1 0,5 0,5 0 0 1 0,0625 0,360824742268041 0,334168755221387 0,031328320802005 0,84020618556701 0,6 0,55 0,55 0,5 0,5 0,5 1 1 1
0 1 0 0 0 1 1 1 0,5 0 0,666666666666667 0,333333333333333 0 0,666666666666667 0 1 0 1 0 0 0 0 0 0,75 0,5 0,5 0 0 1 0,125 0,360824742268041 0,167084377610693 0,06265664160401 0,84020618556701 0,65 0,7 0,75 0,5 0,5 1 1 1 1
0 0 0,285714285714286 1 0 1 0,75 1 0 1 0,666666666666667 0,333333333333333 0,666666666666667 0,333333333333333 0 1 1 1 1 0 0 1 1 1 0,75 1 0,25 0,75 1 0,0625 0,791237113402062 0,458855472013367 0,405388471177945 0,947809278350515 0,5 0,45 0,5 0,5 0 0,5 1 0 1
0 1 0,142857142857143 1 0 1 0,25 0,25 0 1 0,666666666666667 0,333333333333333 1 0,333333333333333 0 1 0 1 1 0 0 1 1 1 0 0,5 0 0 0,5 0 0,360824742268041 0,334168755221387 0 0,46520618556701 0,7 0,65 0,65 0,5 0,5 0,5 1 1 1
0 0 0,428571428571429 0 1 1 0,75 0,25 0,5 0,5 0,666666666666667 0,333333333333333 0,333333333333333 0 0 1 1 1 0 0 0 0 0 0,5 0,5 0,75 0,75 1 0,75 0,0625 0,75 0,87531328320802 0,530075187969925 0,75 0,55 0,55 0,6 0,5 0,5 0,5 1 1 1
0 1 0,428571428571429 0 0 0 0,75 0,5 1 0,5 0,666666666666667 0,666666666666667 0 0,666666666666667 0 1 0 1 0 1 0 0 0 0,75 0,5 0,5 1 0 1 0,3125 0,639175257731959 0,665831244778613 0,156641604010025 0,90979381443299 0,6 0,55 0,55 0,5 0,5 0,5 1 1 1
0 1 0,142857142857143 1 0 1 0,25 0,25 1 0,5 0,333333333333333 0,333333333333333 0,333333333333333 0 0 1 0 1 0 0 0 1 0 0,5 0,5 0,5 0 0,25 0 0,25 0,360824742268041 0,50125313283208 0,25 0,0902061855670103 0,6 0,55 0,55 0,5 0,5 0,5 1 1 1
0 1 0,142857142857143 0 0 0 0,75 0,75 1 1 0,666666666666667 0,666666666666667 0,333333333333333 0 0 1 0 1 0 1 0 0 0 0,75 0,5 0,25 0 0 1 0,125 0,180412371134021 0,50125313283208 0,06265664160401 0,795103092783505 0,45 0,45 0,5 0 0 0,5 0 0 1
0 0 0,142857142857143 0 1 1 0,25 0,25 0,5 1 0,666666666666667 0,333333333333333 0 0,333333333333333 0,5 1 1 1 1 0 0 1 0 0,75 0,75 0,75 0 0,5 1 0 0,541237113402062 0,334168755221387 0,24937343358396 0,885309278350515 0,5 0,5 0,5 0,5 0,5 0,5 1 1 1
0 1 0 0 0 1 1 1 0,75 0,75 0,666666666666667 0,333333333333333 0,333333333333333 0 0 1 1 1 0 0 0 0 1 0,75 0,5 0,25 0 0 1 0,1875 0,180412371134021 0,50125313283208 0,093984962406015 0,795103092783505 0,65 0,7 0,7 0,5 0,5 0,5 1 1 1
0 1 0 1 0 1 0,25 0,25 1 1 0,666666666666667 0,333333333333333 0,666666666666667 0 0,25 1 1 1 0 0 0 0 0 1 1 1 0 0 0 0,0625 0,721649484536082 0,50125313283208 0,031328320802005 0,180412371134021 0,4 0,45 0,45 0 0 0 0 0 0
0 0 0 0 0 1 1 0,75 0,75 0,5 0,666666666666667 0 0,333333333333333 1 0 0 0 1 1 0 0 0 1 0,25 0,25 0,25 0 0 0,5 0,1875 0,180412371134021 0 0,093984962406015 0,420103092783505 0,45 0,55 0,55 0 0,5 0,5 0 1 1
0 1 0 0 0 0 0,75 0,75 0,5 0,5 0 0,333333333333333 0 0,333333333333333 0 1 1 1 1 1 0 1 0 0 0,5 0,25 0,25 0,5 0 0,75 0,25 0,458855472013367 0,62531328320802 0,0625 0,45 0,4 0,45 0 0 0 0 0 0
0 0 0,142857142857143 0 0 1 1 1 0,5 0,5 0,666666666666667 0,333333333333333 0 0,666666666666667 0 1 0 1 0 0 0 0 1 1 0,5 0,5 0 0,5 1 0 0,360824742268041 0,167084377610693 0,24937343358396 0,84020618556701 0,75 0,65 0,65 1 0,5 0,5 1 1 1
0 0 0,142857142857143 0 1 1 0,5 0,5 0,5 0,5 0,333333333333333 0 0,333333333333333 0 0 1 0 1 0 0 0 0 1 0,25 0,5 0,5 0,25 0,25 0,25 0,125 0,430412371134021 0,62593984962406 0,18734335839599 0,295103092783505 0,6 0,55 0,55 0,5 0,5 0,5 1 1 1
0 1 0 0 0 1 1 1 0,75 0,5 0,666666666666667 0,333333333333333 0 0,666666666666667 0 1 0 1 0 0 0 0 1 0,75 0,25 0,25 0 0 1 0,0625 0,180412371134021 0,167084377610693 0,031328320802005 0,795103092783505 0,65 0,65 0,65 0,5 0,5 0,5 1 1 1
0 1 0,142857142857143 0 1 1 0,25 0,25 0 0 0,666666666666667 0,333333333333333 0 0 0 1 1 1 1 0 0 0 1 0,5 0,75 0,75 0,5 0,5 0 0,125 0,680412371134021 0,75062656641604 0,31203007518797 0,170103092783505 0,5 0,55 0,55 0,5 0,5 0,5 1 1 1
0 0 0,285714285714286 0 0 1 0,5 0,25 1 1 0 0,333333333333333 0 0 0 1 0 1 1 0 0 0 1 1 0,75 1 0 0,25 1 0,6875 0,721649484536082 0,50125313283208 0,469298245614035 0,930412371134021 0,45 0,35 0,3 0 0 0 0 0 0
0 1 0 0 0 1 0,25 0,25 1 0,5 0,666666666666667 0 0 0,333333333333333 0 1 0 1 1 0 0 0 1 0,75 0,75 0,25 0 0,25 1 0 0,180412371134021 0,334168755221387 0,12468671679198 0,795103092783505 0,6 0,6 0,6 0,5 0,5 0,5 1 1 1
0 1 0 0 1 0 0,5 0,25 0 1 0 0,333333333333333 0,333333333333333 0 0 1 0 1 0 0 1 0 0 0,75 0,75 0,25 0 0 1 0 0,180412371134021 0,50125313283208 0 0,795103092783505 0,55 0,5 0,5 0,5 0,5 0,5 1 1 1
0 1 0 0 0 1 0,75 0,5 0,25 0,5 0 0 0 0,333333333333333 0,25 1 0 1 1 0 0 0 1 0,5 0,5 0,25 0 0 0,5 0,0625 0,180412371134021 0,334168755221387 0,031328320802005 0,420103092783505 0,55 0,55 0,55 0,5 0,5 0,5 1 1 1
0 1 0 0 0 1 0,25 0,5 0 1 0,666666666666667 0,333333333333333 0 0,333333333333333 0 1 0 1 1 1 0 0 1 0,75 0,5 0,25 0 0 1 0,1875 0,180412371134021 0,334168755221387 0,093984962406015 0,795103092783505 0,65 0,6 0,65 0,5 0,5 0,5 1 1 1
0 1 0 0 0 1 0,25 0,5 0 0,5 0,666666666666667 0 0 0,333333333333333 0 1 1 1 1 1 0 1 0 0,25 0,5 0,75 0,25 0,75 0 0,1875 0,610824742268041 0,458855472013367 0,468045112781955 0,15270618556701 0,55 0,55 0,55 0,5 0,5 0,5 1 1 1
0 0 0,142857142857143 0 0 1 1 1 0,75 0,75 0,666666666666667 0,333333333333333 0 0 0 1 0 1 1 0 1 0 0 0,5 0,5 0,25 0,25 0 1 0,5 0,25 0,62593984962406 0,25062656641604 0,8125 0,45 0,45 0,4 0 0 0 0 0 0
0 0 0 0 1 0 0,5 0,25 0,5 1 0,666666666666667 0,333333333333333 1 0 0 1 1 1 1 0 0 0 1 0,75 1 1 0,25 1 1 0 0,791237113402062 0,62593984962406 0,49874686716792 0,947809278350515 0,6 0,55 0,55 0,5 0,5 0,5 1 1 1
0 0 0,428571428571429 0 1 1 0,25 0,25 1 1 0,666666666666667 0,333333333333333 0 0 0,5 1 1 1 1 0 1 0 0 0,25 0,5 1 0,25 1 0,75 0 0,791237113402062 0,62593984962406 0,49874686716792 0,760309278350515 0,55 0,45 0 0,5 0 0 1 0 0
0 0 0,142857142857143 0 1 1 0,5 0,25 0 1 0,666666666666667 0,333333333333333 0 0 0,25 1 1 1 0 0 0 1 0 0,75 0,75 0,75 0,5 1 1 0,1875 0,680412371134021 0,75062656641604 0,592731829573935 0,920103092783505 0,45 0,5 0,5 0 0,5 0,5 0 1 1
0 1 0 1 0 1 0,75 0,75 0,5 0,5 0,333333333333333 0,666666666666667 0,333333333333333 0,666666666666667 0 1 0 0 0 0 0 0 0 0,75 0,25 0 0,25 0,5 0,5 0,0625 0,0695876288659794 0,291771094402673 0,280701754385965 0,392396907216495 0,65 0,65 0,65 0,5 0,5 0,5 1 1 1
0 0 0,571428571428571 0 0 1 0,75 0,5 0,5 0 0 0,333333333333333 0 0 0 1 0 1 1 0 1 0 0 0,75 1 0,75 0 0 0,75 0,1875 0,541237113402062 0,50125313283208 0,093984962406015 0,697809278350515 0,55 0,45 0,55 0,5 0 0,5 1 0 1
0 1 0,285714285714286 0 0 1 1 1 1 0,75 0,666666666666667 0,333333333333333 0 0 0 0 0 1 1 0 0 1 0 0,75 0,25 0 0 0 0,75 0 0 0,50125313283208 0 0,5625 0,65 0,65 0,65 0,5 0,5 0,5 1 1 1
0 0 0 1 0 1 0,5 0,75 0 0,5 0,666666666666667 0,333333333333333 0 0,333333333333333 0 0 1 0 0 0 0 1 1 0,75 0,75 0,75 0 0 0 0 0,541237113402062 0,334168755221387 0 0,135309278350515 0,35 0,4 0,4 0 0 0 0 0 0
0 0 0,285714285714286 1 1 1 0,25 0,5 1 1 0,333333333333333 0,333333333333333 0 0 0,75 1 1 1 1 0 0 1 1 0,25 0,25 0,25 0,5 0,5 1 0,4375 0,319587628865979 0,75062656641604 0,468671679197995 0,829896907216495 0,45 0,4 0,5 0 0 0,5 0 0 1
0 1 0,428571428571429 1 0 1 0,25 0,25 0 1 0,666666666666667 0,333333333333333 0,666666666666667 0 0,75 1 0 1 0 1 0 1 1 1 0,25 1 0 1 0,75 0,1875 0,721649484536082 0,50125313283208 0,592731829573935 0,742912371134021 0,55 0,5 0,55 0,5 0,5 0,5 1 1 1
0 0 0,142857142857143 1 0 1 0,5 0,5 0 1 0,666666666666667 0,333333333333333 0,666666666666667 0 0 1 1 1 1 1 0 1 1 0,75 0,25 0,25 0 0,25 0,5 0,125 0,180412371134021 0,50125313283208 0,18734335839599 0,420103092783505 0,6 0,5 0,55 0,5 0,5 0,5 1 1 1
0 0 0,142857142857143 0 0 1 0,75 0,75 1 0,5 0,666666666666667 0 0 0,333333333333333 0,25 1 0 1 1 0 0 0 0 0,75 1 1 0,75 0,75 1 0 0,930412371134021 0,708228905597327 0,37406015037594 0,982603092783505 0,5 0,5 0,05 0,5 0,5 0 1 1 0
0 0 0,142857142857143 0 1 1 0,25 0,5 0,25 0,5 0,666666666666667 0,333333333333333 0,333333333333333 0 0,5 1 1 1 1 1 0 0 1 0,75 0,75 1 0,5 1 1 0 0,860824742268041 0,75062656641604 0,49874686716792 0,96520618556701 0,45 0,4 0,5 0 0 0,5 0 0 1
0 0 0,285714285714286 1 1 1 0,5 0,25 0 1 0,666666666666667 0,333333333333333 0,333333333333333 0 0,25 1 1 0 0 0 1 0 0 0,5 0,5 0,25 0,25 0,25 1 0,25 0,25 0,62593984962406 0,25 0,8125 0,4 0,4 0,45 0 0 0 0 0 0
0 0 0,285714285714286 1 0 1 0,75 0,5 1 1 0,666666666666667 0,333333333333333 0,333333333333333 0,333333333333333 0,5 0 0 1 1 0 0 0 0 0,75 0,75 0,75 0 0,75 0,5 0,125 0,541237113402062 0,334168755221387 0,43671679197995 0,510309278350515 0,35 0,3 0,4 0 0 0 0 0 0
0 0 0 0 1 1 0,25 0,5 1 1 0,666666666666667 0,333333333333333 0,333333333333333 0 0 1 1 1 0 0 0 1 1 0,75 0,75 0,75 0,25 0,75 1 0,0625 0,610824742268041 0,62593984962406 0,405388471177945 0,90270618556701 0,4 0,45 0,5 0 0 0,5 0 0 1
0 0 0,142857142857143 0 0 1 0,25 0,75 0 0,5 0,666666666666667 0 0 0 0,25 1 1 1 1 0 1 0 1 1 0,5 0,5 0 0,75 0,25 0,0625 0,360824742268041 0,50125313283208 0,405388471177945 0,27770618556701 0,45 0,4 0,4 0 0 0 0 0 0
0 0 0,285714285714286 1 1 1 0,25 0,25 1 0,5 0,666666666666667 0,333333333333333 1 0,333333333333333 0 1 1 1 0 0 1 1 0 1 0,5 1 0 1 1 0 0,721649484536082 0,334168755221387 0,49874686716792 0,930412371134021 0,4 0,4 0,4 0 0 0 0 0 0
0 0 0,285714285714286 0 0 1 0,75 0,5 0,5 0,5 0,666666666666667 0,333333333333333 0,333333333333333 0 0,75 1 0 1 0 1 1 1 1 0,75 1 0,25 0 0 0,25 0,3125 0,180412371134021 0,50125313283208 0,156641604010025 0,232603092783505 0,4 0,35 0,4 0 0 0 0 0 0
0 0 0,142857142857143 0 0 1 0,5 0,5 1 1 0,666666666666667 0 0 0,333333333333333 0 1 1 1 1 0 1 0 1 0,75 0,5 1 0,25 0,75 0,75 0 0,791237113402062 0,458855472013367 0,37406015037594 0,760309278350515 0,45 0,5 0,55 0 0,5 0,5 0 1 1
0 1 0,142857142857143 0 0 1 1 0,5 0,25 0,5 0 0 0 0,333333333333333 0 1 1 1 1 0 0 0 0 0,75 0,25 0,5 0 0 0,5 0 0,360824742268041 0,334168755221387 0 0,46520618556701 0,85 0,85 0,9 1 1 1 1 1 1
0 1 0,142857142857143 0 0 1 0,5 0,5 1 1 0 0,333333333333333 0 0,333333333333333 0 1 0 1 1 1 0 0 1 1 0 1 0 0 0,75 0 0,721649484536082 0,334168755221387 0 0,742912371134021 0,6 0,6 0,65 0,5 0,5 0,5 1 1 1
0 1 0,142857142857143 0 0 1 1 1 0,25 0,25 0,333333333333333 0,333333333333333 0 0,333333333333333 0 1 0 1 1 0 0 0 0 0,75 0,75 0,25 0 0 0,5 0 0,180412371134021 0,334168755221387 0 0,420103092783505 0,8 0,8 0,85 1 1 1 1 1 1
0 0 0,142857142857143 0 0 1 0,75 1 1 1 0,666666666666667 0 0,666666666666667 0 0,25 1 0 1 0 1 0 0 1 0,5 0,75 1 0,25 0,75 0,25 0,125 0,791237113402062 0,62593984962406 0,43671679197995 0,385309278350515 0,45 0,45 0,5 0 0 0,5 0 0 1
0 0 0,142857142857143 0 0 1 0,25 0 1 1 0,333333333333333 0,333333333333333 0,333333333333333 0,333333333333333 0 1 0 1 0 0 0 0 0 0,75 0,5 0,25 0 0 0,5 0 0,180412371134021 0,334168755221387 0 0,420103092783505 0,8 0,85 0,9 1 1 1 1 1 1
